"chr","start","end","pfc_ul","pfc_dl","mouse_layer5","mouse_layer6","region_name"
"chr2","168915488","168916042",0,1,0,0,"deep"
"chr2","172414811","172415895",0,1,0,0,"deep"
"chr2","172420118","172420764",0,1,0,0,"deep"
"chr2","172730259","172730992",0,1,0,0,"deep"
"chr2","176830409","176830688",0,1,0,0,"deep"
"chr2","179995657","179996592",0,1,0,0,"deep"
"chr2","207231169","207232182",0,1,0,0,"deep"
"chr2","214593897","214594303",0,1,0,0,"deep"
"chr2","217371634","217372142",0,1,0,0,"deep"
"chr2","218715913","218716436",0,1,0,0,"deep"
"chr2","222500307","222500826",0,1,0,0,"deep"
"chr2","222548507","222549203",0,1,0,0,"deep"
"chr2","235439239","235439548",0,1,0,0,"deep"
"chr2","236858679","236859385",0,1,0,0,"deep"
"chr3","194401","194898",0,1,0,0,"deep"
"chr3","758910","759437",0,1,0,0,"deep"
"chr3","6825445","6826007",0,1,0,0,"deep"
"chr3","7263799","7264710",0,1,0,0,"deep"
"chr3","8403784","8404580",0,1,0,0,"deep"
"chr3","10973034","10973523",0,1,0,0,"deep"
"chr3","13196263","13196950",0,1,0,0,"deep"
"chr3","18223464","18223920",0,1,0,0,"deep"
"chr3","26920480","26921551",0,1,0,0,"deep"
"chr3","34312634","34313112",0,1,1,1,"deep"
"chr3","46325674","46326240",0,1,0,0,"deep"
"chr3","57772236","57772678",0,1,0,0,"deep"
"chr3","58119137","58119699",0,1,0,0,"deep"
"chr3","59545184","59546135",0,1,0,0,"deep"
"chr3","62255588","62256158",0,1,0,0,"deep"
"chr3","62414896","62415206",0,1,0,0,"deep"
"chr3","62415314","62415916",0,1,0,0,"deep"
"chr3","63706624","63707591",0,1,0,0,"deep"
"chr3","71040759","71041799",0,1,0,0,"deep"
"chr3","71926217","71927115",0,1,0,0,"deep"
"chr3","96072184","96072956",0,1,0,0,"deep"
"chr3","98394652","98395613",0,1,0,0,"deep"
"chr3","104004892","104005451",0,1,0,0,"deep"
"chr3","110393642","110394402",0,1,0,0,"deep"
"chr3","110753234","110753981",0,1,0,0,"deep"
"chr3","115859429","115859684",0,1,0,0,"deep"
"chr3","117793459","117794234",0,1,0,0,"deep"
"chr3","125174317","125174941",0,1,0,0,"deep"
"chr3","125812259","125812712",0,1,0,0,"deep"
"chr3","127261179","127261808",0,1,0,0,"deep"
"chr3","132981334","132982844",0,1,0,0,"deep"
"chr3","136792951","136793289",0,1,0,0,"deep"
"chr3","137304281","137305074",0,1,0,0,"deep"
"chr3","145188247","145188747",0,1,0,0,"deep"
"chr3","150349313","150350276",0,1,0,0,"deep"
"chr3","157526997","157528332",0,1,1,1,"deep"
"chr3","171878837","171879126",0,1,0,0,"deep"
"chr3","173911337","173911941",0,1,1,0,"deep"
"chr3","183328406","183328866",0,1,0,0,"deep"
"chr4","7119079","7119576",0,1,0,0,"deep"
"chr4","9854348","9854806",0,1,0,0,"deep"
"chr4","11799331","11799611",0,1,0,0,"deep"
"chr4","12228591","12229474",0,1,0,0,"deep"
"chr4","13097949","13098427",0,1,0,0,"deep"
"chr4","26089810","26090419",0,1,0,0,"deep"
"chr4","32798491","32799328",0,1,0,0,"deep"
"chr4","42956194","42956441",0,1,1,1,"deep"
"chr4","78343703","78344468",0,1,0,0,"deep"
"chr4","87038459","87039309",0,1,0,0,"deep"
"chr4","93794095","93794835",0,1,0,0,"deep"
"chr4","109921352","109922072",0,1,0,0,"deep"
"chr4","115110780","115111251",0,1,0,0,"deep"
"chr4","138920377","138920931",0,1,0,0,"deep"
"chr4","159483526","159484193",0,1,0,0,"deep"
"chr4","163404756","163405234",0,1,0,0,"deep"
"chr4","182893489","182894820",0,1,0,0,"deep"
"chr4","187842801","187843240",0,1,0,0,"deep"
"chr5","10545537","10546546",0,1,0,0,"deep"
"chr5","14309787","14310547",0,1,0,0,"deep"
"chr5","64952982","64953660",0,1,0,0,"deep"
"chr5","72055557","72055977",0,1,0,0,"deep"
"chr5","88119564","88120289",0,1,0,0,"deep"
"chr5","97139871","97140820",0,1,0,0,"deep"
"chr5","99794833","99795522",0,1,0,0,"deep"
"chr5","108851792","108852418",0,1,0,0,"deep"
"chr5","113274723","113275333",0,1,0,0,"deep"
"chr5","114523180","114523940",0,1,1,0,"deep"
"chr5","116772710","116773243",0,1,0,0,"deep"
"chr5","124573357","124574224",0,1,0,0,"deep"
"chr5","125301524","125302330",0,1,0,0,"deep"
"chr5","127342280","127342798",0,1,0,0,"deep"
"chr5","141770971","141771558",0,1,0,0,"deep"
"chr5","145778422","145778782",0,1,0,0,"deep"
"chr5","146671681","146672386",0,1,0,0,"deep"
"chr5","147452276","147452503",0,1,0,0,"deep"
"chr5","154107629","154108285",0,1,0,0,"deep"
"chr5","158268252","158269238",0,1,0,0,"deep"
"chr5","159555091","159555655",0,1,0,0,"deep"
"chr5","166013104","166013937",0,1,0,0,"deep"
"chr5","168334442","168335079",0,1,0,0,"deep"
"chr5","175548665","175548996",0,1,0,0,"deep"
"chr5","175893529","175894006",0,1,0,0,"deep"
"chr5","179361164","179361793",0,1,0,0,"deep"
"chr6","4899616","4900009",0,1,0,0,"deep"
"chr6","13248614","13249055",0,1,0,0,"deep"
"chr6","21270647","21271292",0,1,0,1,"deep"
"chr6","24105866","24106704",0,1,0,0,"deep"
"chr6","24546351","24546882",0,1,0,0,"deep"
"chr6","37618793","37619712",0,1,0,0,"deep"
"chr6","43878712","43879628",0,1,0,0,"deep"
"chr6","50850380","50850812",0,1,0,0,"deep"
"chr6","53771796","53772219",0,1,0,0,"deep"
"chr6","62953169","62953958",0,1,0,0,"deep"
"chr6","89434891","89435444",0,1,0,0,"deep"
"chr6","109362399","109362930",0,1,0,0,"deep"
"chr6","115969500","115970374",0,1,0,0,"deep"
"chr6","119526598","119527545",0,1,0,0,"deep"
"chr6","131391042","131391554",0,1,0,0,"deep"
"chr6","138527380","138528020",0,1,0,0,"deep"
"chr6","158518566","158518874",0,1,0,0,"deep"
"chr6","158910017","158910267",0,1,0,0,"deep"
"chr6","165145343","165145884",0,1,0,0,"deep"
"chr6","167660438","167660769",0,1,0,0,"deep"
"chr6","167687017","167687954",0,1,0,0,"deep"
"chr7","2616756","2617909",0,1,0,1,"deep"
"chr7","3767890","3768367",0,1,0,0,"deep"
"chr7","4017386","4017844",0,1,0,0,"deep"
"chr7","20404266","20404879",0,1,0,0,"deep"
"chr7","23918354","23918591",0,1,0,0,"deep"
"chr7","24545205","24545528",0,1,0,0,"deep"
"chr7","26237230","26237954",0,1,0,0,"deep"
"chr7","32637115","32638069",0,1,0,0,"deep"
"chr7","44298829","44299154",0,1,0,0,"deep"
"chr7","52533112","52533500",0,1,0,0,"deep"
"chr7","67842919","67843818",0,1,1,0,"deep"
"chr7","68573666","68574023",0,1,0,0,"deep"
"chr7","71243766","71244521",0,1,0,0,"deep"
"chr7","78749565","78749893",0,1,0,0,"deep"
"chr7","80748381","80749250",0,1,0,0,"deep"
"chr7","94212025","94212554",0,1,0,0,"deep"
"chr7","95342837","95343406",0,1,0,0,"deep"
"chr7","96267666","96268184",0,1,0,0,"deep"
"chr7","98138335","98139013",0,1,0,0,"deep"
"chr7","107883914","107884538",0,1,0,0,"deep"
"chr7","108280178","108280488",0,1,0,0,"deep"
"chr7","109287981","109288449",0,1,0,0,"deep"
"chr7","110070588","110071780",0,1,0,0,"deep"
"chr7","121591822","121592621",0,1,0,0,"deep"
"chr7","121796370","121796688",0,1,0,0,"deep"
"chr7","125279516","125280512",0,1,0,0,"deep"
"chr7","133750926","133751785",0,1,0,0,"deep"
"chr7","135716587","135717313",0,1,0,0,"deep"
"chr7","135884753","135885448",0,1,0,0,"deep"
"chr7","146874555","146875729",0,1,0,0,"deep"
"chr7","153046486","153047098",0,1,0,0,"deep"
"chr8","1423476","1424090",0,1,0,0,"deep"
"chr8","8938189","8939067",0,1,0,0,"deep"
"chr8","11427100","11427679",0,1,0,0,"deep"
"chr8","20314312","20315008",0,1,0,0,"deep"
"chr8","20658273","20659324",0,1,0,0,"deep"
"chr8","22801707","22802024",0,1,0,0,"deep"
"chr8","33191724","33192169",0,1,0,0,"deep"
"chr8","36523249","36523980",0,1,0,0,"deep"
"chr8","51153626","51154303",0,1,0,0,"deep"
"chr8","67984376","67985347",0,1,0,0,"deep"
"chr8","78008863","78010298",0,1,0,0,"deep"
"chr8","83869171","83869731",0,1,0,0,"deep"
"chr8","90321466","90321853",0,1,0,0,"deep"
"chr8","115448153","115448630",0,1,0,0,"deep"
"chr8","132282421","132283171",0,1,0,0,"deep"
"chr8","138892427","138893331",0,1,0,0,"deep"
"chr8","141616888","141617486",0,1,0,0,"deep"
"chr8","141629321","141630232",0,1,0,0,"deep"
"chr8","141891952","141892477",0,1,0,0,"deep"
"chr8","144563920","144564444",0,1,0,0,"deep"
"chr9","7578819","7580380",0,1,0,0,"deep"
"chr9","8189803","8190734",0,1,0,0,"deep"
"chr9","12490667","12491142",0,1,0,0,"deep"
"chr9","14402996","14403594",0,1,0,0,"deep"
"chr9","20023201","20024648",0,1,0,0,"deep"
"chr9","31554923","31555334",0,1,0,0,"deep"
"chr9","34498424","34499550",0,1,0,0,"deep"
"chr9","71097344","71098178",0,1,0,0,"deep"
"chr9","78959004","78959354",0,1,0,0,"deep"
"chr9","102533607","102534726",0,1,0,0,"deep"
"chr9","106506166","106507034",0,1,0,0,"deep"
"chr9","114522361","114522695",0,1,0,0,"deep"
"chr9","117081688","117081961",0,1,0,0,"deep"
"chr9","122744327","122745043",0,1,0,0,"deep"
"chr10","1809122","1809831",0,1,0,0,"deep"
"chr10","11095314","11095941",0,1,0,0,"deep"
"chr10","15379041","15379632",0,1,0,0,"deep"
"chr10","15879577","15880101",0,1,0,0,"deep"
"chr10","20315225","20315762",0,1,0,0,"deep"
"chr10","27198202","27198731",0,1,0,0,"deep"
"chr10","28897526","28898365",0,1,0,0,"deep"
"chr10","30075237","30075846",0,1,0,0,"deep"
"chr10","35465566","35466096",0,1,0,0,"deep"
"chr10","63920772","63921549",0,1,0,0,"deep"
"chr10","66982851","66983558",0,1,0,0,"deep"
"chr10","78795129","78795425",0,1,0,0,"deep"
"chr10","80734449","80735274",0,1,0,0,"deep"
"chr10","82464213","82465507",0,1,0,0,"deep"
"chr10","82653801","82654522",0,1,0,0,"deep"
"chr10","83605792","83606652",0,1,0,0,"deep"
"chr10","89706739","89707397",0,1,0,0,"deep"
"chr10","93256682","93257080",0,1,0,0,"deep"
"chr10","111504420","111504824",0,1,0,0,"deep"
"chr10","120077753","120078244",0,1,0,0,"deep"
"chr10","120814636","120815229",0,1,0,0,"deep"
"chr10","120822812","120823717",0,1,0,0,"deep"
"chr10","120975714","120976210",0,1,0,0,"deep"
"chr10","121525823","121526654",0,1,0,0,"deep"
"chr10","122455528","122456126",0,1,0,0,"deep"
"chr10","129236050","129236690",0,1,0,0,"deep"
"chr10","131773058","131773863",0,1,0,0,"deep"
"chr11","7645229","7645658",0,1,0,0,"deep"
"chr11","15555163","15555725",0,1,0,0,"deep"
"chr11","16418349","16419354",0,1,0,0,"deep"
"chr11","19106895","19107491",0,1,1,0,"deep"
"chr11","21727070","21727495",0,1,0,0,"deep"
"chr11","23953923","23954333",0,1,0,0,"deep"
"chr11","36110438","36111328",0,1,0,0,"deep"
"chr11","43557598","43557924",0,1,0,0,"deep"
"chr11","43576303","43576506",0,1,0,0,"deep"
"chr11","44961830","44962334",0,1,0,0,"deep"
"chr11","45933454","45934105",0,1,0,0,"deep"
"chr11","70331790","70332210",0,1,0,0,"deep"
"chr11","79461660","79462017",0,1,0,0,"deep"
"chr11","83811795","83812339",0,1,0,0,"deep"
"chr11","87627831","87628679",0,1,0,0,"deep"
"chr11","95360324","95360949",0,1,0,0,"deep"
"chr11","95435159","95436032",0,1,0,0,"deep"
"chr11","95475545","95475899",0,1,0,0,"deep"
"chr11","98979233","98979603",0,1,0,0,"deep"
"chr11","109772758","109773346",0,1,0,0,"deep"
"chr11","120086140","120086865",0,1,0,0,"deep"
"chr11","126224472","126225242",0,1,0,0,"deep"
"chr11","129711510","129712340",0,1,0,0,"deep"
"chr11","130615460","130616044",0,1,0,0,"deep"
"chr11","133323985","133324561",0,1,0,0,"deep"
"chr11","133526745","133527161",0,1,0,0,"deep"
"chr11","134573792","134574182",0,1,0,0,"deep"
"chr12","16495766","16496620",0,1,0,0,"deep"
"chr12","19463976","19464703",0,1,0,0,"deep"
"chr12","20109592","20110254",0,1,0,0,"deep"
"chr12","22765413","22765850",0,1,1,1,"deep"
"chr12","22860859","22861570",0,1,0,0,"deep"
"chr12","24379336","24379810",0,1,0,0,"deep"
"chr12","30343292","30344164",0,1,0,0,"deep"
"chr12","32434594","32434958",0,1,0,0,"deep"
"chr12","39887725","39888357",0,1,0,0,"deep"
"chr12","40643187","40644088",0,1,0,0,"deep"
"chr12","44034767","44035306",0,1,0,0,"deep"
"chr12","47576077","47577134",0,1,1,0,"deep"
"chr12","54798650","54799100",0,1,0,0,"deep"
"chr12","78044664","78045257",0,1,0,0,"deep"
"chr12","79262964","79263282",0,1,0,0,"deep"
"chr12","81696167","81696699",0,1,0,0,"deep"
"chr12","93967599","93968135",0,1,0,0,"deep"
"chr12","103820334","103821150",0,1,0,0,"deep"
"chr12","108213751","108214387",0,1,0,0,"deep"
"chr12","117282490","117283065",0,1,0,0,"deep"
"chr12","118842748","118843398",0,1,0,0,"deep"
"chr12","120039545","120040225",0,1,0,0,"deep"
"chr12","124833672","124834199",0,1,0,0,"deep"
"chr12","130298444","130299138",0,1,0,0,"deep"
"chr12","131604415","131604773",0,1,0,0,"deep"
"chr13","22644890","22645439",0,1,0,0,"deep"
"chr13","32967653","32968163",0,1,0,0,"deep"
"chr13","38763469","38764113",0,1,0,0,"deep"
"chr13","39215398","39216404",0,1,0,0,"deep"
"chr13","81685704","81686397",0,1,0,0,"deep"
"chr13","83071935","83072596",0,1,0,0,"deep"
"chr13","87198317","87198792",0,1,0,0,"deep"
"chr13","87884397","87885304",0,1,0,0,"deep"
"chr13","92462787","92463673",0,1,0,0,"deep"
"chr13","96106291","96106824",0,1,0,0,"deep"
"chr13","97640317","97641390",0,1,0,0,"deep"
"chr13","112003406","112004465",0,1,0,0,"deep"
"chr14","25789753","25790399",0,1,0,0,"deep"
"chr14","38647734","38648261",0,1,0,0,"deep"
"chr14","56884648","56885039",0,1,0,0,"deep"
"chr14","59269237","59269906",0,1,0,0,"deep"
"chr14","73333018","73333292",0,1,0,0,"deep"
"chr14","74429931","74430499",0,1,0,0,"deep"
"chr14","87630506","87631485",0,1,1,1,"deep"
"chr14","88910339","88910837",0,1,0,0,"deep"
"chr14","96914464","96915271",0,1,0,0,"deep"
"chr14","99812589","99813296",0,1,0,0,"deep"
"chr14","103257252","103257678",0,1,0,0,"deep"
"chr15","25668369","25668901",0,1,0,0,"deep"
"chr15","25947408","25947743",0,1,0,0,"deep"
"chr15","26374445","26375430",0,1,0,0,"deep"
"chr15","27432654","27433122",0,1,0,0,"deep"
"chr15","27482075","27482923",0,1,0,0,"deep"
"chr15","27695394","27696315",0,1,0,0,"deep"
"chr15","61146109","61147271",0,1,0,0,"deep"
"chr15","65504724","65505403",0,1,0,0,"deep"
"chr15","65907547","65908170",0,1,0,0,"deep"
"chr15","77670976","77671423",0,1,0,0,"deep"
"chr15","80474286","80475133",0,1,0,0,"deep"
"chr15","92670528","92671200",0,1,0,0,"deep"
"chr16","6266543","6267137",0,1,0,0,"deep"
"chr16","19860190","19860522",0,1,0,0,"deep"
"chr16","25952961","25953430",0,1,0,0,"deep"
"chr16","26345990","26346502",0,1,0,0,"deep"
"chr16","26512214","26512606",0,1,0,0,"deep"
"chr16","28099320","28100061",0,1,0,0,"deep"
"chr16","49486405","49487085",0,1,0,0,"deep"
"chr16","57548284","57548847",0,1,0,0,"deep"
"chr16","57941207","57941663",0,1,0,0,"deep"
"chr16","59328983","59329724",0,1,0,0,"deep"
"chr16","62974372","62974991",0,1,0,0,"deep"
"chr16","73268216","73269018",0,1,0,0,"deep"
"chr16","82161412","82161811",0,1,0,0,"deep"
"chr17","10161978","10162519",0,1,0,0,"deep"
"chr17","11330418","11331366",0,1,0,0,"deep"
"chr17","18324725","18325190",0,1,0,0,"deep"
"chr17","71503729","71504596",0,1,0,0,"deep"
"chr17","72274559","72275005",0,1,0,0,"deep"
"chr17","73348651","73349654",0,1,0,0,"deep"
"chr17","74857095","74857698",0,1,0,0,"deep"
"chr18","3836705","3837649",0,1,0,0,"deep"
"chr18","4952336","4953004",0,1,0,0,"deep"
"chr18","7618643","7619970",0,1,0,0,"deep"
"chr18","8661745","8662789",0,1,0,0,"deep"
"chr18","10398558","10399029",0,1,0,0,"deep"
"chr18","13173700","13174588",0,1,0,0,"deep"
"chr18","24333021","24333817",0,1,0,0,"deep"
"chr18","26057302","26057792",0,1,0,0,"deep"
"chr18","27793252","27794559",0,1,0,0,"deep"
"chr18","38961888","38962539",0,1,0,0,"deep"
"chr18","42778007","42778463",0,1,0,0,"deep"
"chr18","46301055","46301665",0,1,0,0,"deep"
"chr18","51651661","51652234",0,1,0,0,"deep"
"chr18","52353509","52354012",0,1,0,0,"deep"
"chr18","52414719","52415718",0,1,0,0,"deep"
"chr18","53039052","53039544",0,1,0,0,"deep"
"chr18","63031364","63031700",0,1,0,0,"deep"
"chr18","69358670","69359479",0,1,0,0,"deep"
"chr18","70754114","70754874",0,1,0,0,"deep"
"chr18","75433356","75433859",0,1,0,0,"deep"
"chr18","76296129","76296694",0,1,0,0,"deep"
"chr18","76772044","76772647",0,1,0,0,"deep"
"chr18","78640373","78640969",0,1,0,0,"deep"
"chr19","5921486","5922007",0,1,0,0,"deep"
"chr19","14442851","14443236",0,1,0,0,"deep"
"chr19","28903564","28904161",0,1,0,0,"deep"
"chr19","33667219","33667792",0,1,0,0,"deep"
"chr19","45937201","45937453",0,1,0,0,"deep"
"chr19","56966255","56966750",0,1,0,1,"deep"
"chr20","445546","446268",0,1,0,0,"deep"
"chr20","6886382","6886817",0,1,0,1,"deep"
"chr20","11406702","11406998",0,1,0,0,"deep"
"chr20","11958840","11959271",0,1,0,1,"deep"
"chr20","14887997","14888520",0,1,0,0,"deep"
"chr20","18225640","18225967",0,1,0,0,"deep"
"chr20","25084411","25084853",0,1,0,0,"deep"
"chr20","36424315","36424865",0,1,0,0,"deep"
"chr20","40710552","40711634",0,1,0,0,"deep"
"chr20","46283515","46284238",0,1,0,0,"deep"
"chr20","56378249","56378996",0,1,0,0,"deep"
"chr20","59121935","59122542",0,1,0,0,"deep"
"chr21","16305581","16306143",0,1,0,0,"deep"
"chr21","32794456","32795079",0,1,0,0,"deep"
"chr21","33790834","33791567",0,1,0,0,"deep"
"chr22","34607967","34608513",0,1,0,0,"deep"
"chr22","34785907","34786417",0,1,0,0,"deep"
"chr22","34967143","34967692",0,1,0,0,"deep"
"chr22","44291845","44292347",0,1,0,0,"deep"
"chr22","48498981","48499393",0,1,0,0,"deep"
"chrX","460657","461353",0,1,0,0,"deep"
"chrX","9940486","9941013",0,1,0,0,"deep"
"chrX","10743418","10743882",0,1,0,0,"deep"
"chrX","17900243","17900729",0,1,0,0,"deep"
"chrX","20951451","20951994",0,1,0,0,"deep"
"chrX","22021742","22022286",0,1,0,0,"deep"
"chrX","23482468","23482969",0,1,0,0,"deep"
"chrX","39194934","39195869",0,1,0,0,"deep"
"chrX","105580629","105581268",0,1,0,0,"deep"
"chrX","106217406","106218067",0,1,0,0,"deep"
"chrX","108224751","108225818",0,1,0,0,"deep"
"chrX","146199635","146200164",0,1,0,0,"deep"
"chrX","150493399","150493779",0,1,0,0,"deep"
"chrX","151226429","151227156",0,1,0,0,"deep"
"chr1","1426733","1428062",1,0,0,0,"upper"
"chr1","2098989","2099666",1,0,0,0,"upper"
"chr1","2349854","2350600",1,0,0,0,"upper"
"chr1","2446397","2446858",1,0,0,0,"upper"
"chr1","3211755","3212539",1,0,0,0,"upper"
"chr1","3218810","3219795",1,0,0,0,"upper"
"chr1","3351482","3351989",1,0,0,0,"upper"
"chr1","3607696","3608045",1,0,0,0,"upper"
"chr1","4082911","4083806",1,0,0,0,"upper"
"chr1","4253863","4254593",1,0,0,0,"upper"
"chr1","4396556","4397044",1,0,0,0,"upper"
"chr1","4397205","4397775",1,0,0,0,"upper"
"chr1","4611439","4612377",1,0,0,0,"upper"
"chr1","4658261","4658517",1,0,0,0,"upper"
"chr1","4700734","4701284",1,0,0,0,"upper"
"chr1","5455020","5455438",1,0,0,0,"upper"
"chr1","5747372","5747692",1,0,0,0,"upper"
"chr1","6003672","6004339",1,0,0,0,"upper"
"chr1","6148429","6149283",1,0,0,0,"upper"
"chr1","6335791","6336286",1,0,0,0,"upper"
"chr1","6454423","6454804",1,0,0,0,"upper"
"chr1","7150582","7151680",1,0,0,0,"upper"
"chr1","7727755","7728300",1,0,0,0,"upper"
"chr1","8437425","8437947",1,0,0,0,"upper"
"chr1","9835624","9836565",1,0,0,0,"upper"
"chr1","11337518","11338510",1,0,0,0,"upper"
"chr1","11345881","11346720",1,0,0,0,"upper"
"chr1","11434460","11434853",1,0,0,0,"upper"
"chr1","11454099","11454559",1,0,0,0,"upper"
"chr1","11499302","11500436",1,0,0,0,"upper"
"chr1","14602151","14602451",1,0,0,0,"upper"
"chr1","14627211","14628674",1,0,0,0,"upper"
"chr1","15384157","15384894",1,0,0,0,"upper"
"chr1","15929079","15930297",1,0,0,0,"upper"
"chr1","16276711","16276959",1,0,0,0,"upper"
"chr1","16540310","16541037",1,0,0,0,"upper"
"chr1","16709678","16710008",1,0,0,0,"upper"
"chr1","18288676","18288953",1,0,0,0,"upper"
"chr1","18294732","18295281",1,0,0,0,"upper"
"chr1","18446721","18447192",1,0,0,0,"upper"
"chr1","18643353","18644103",1,0,0,0,"upper"
"chr1","18716582","18717506",1,0,0,0,"upper"
"chr1","18723700","18724395",1,0,0,0,"upper"
"chr1","19405345","19406524",1,0,0,0,"upper"
"chr1","19940829","19941709",1,0,0,0,"upper"
"chr1","20271518","20272399",1,0,0,0,"upper"
"chr1","20483744","20484078",1,0,0,0,"upper"
"chr1","22806527","22807146",1,0,0,0,"upper"
"chr1","23217093","23217285",1,0,0,0,"upper"
"chr1","23217378","23217702",1,0,0,0,"upper"
"chr1","25666297","25667032",1,0,0,0,"upper"
"chr1","25926834","25928159",1,0,0,0,"upper"
"chr1","26417087","26417746",1,0,0,0,"upper"
"chr1","27571498","27572103",1,0,0,0,"upper"
"chr1","28834965","28835797",1,0,0,0,"upper"
"chr1","29577772","29578250",1,0,0,0,"upper"
"chr1","31694273","31694559",1,0,0,0,"upper"
"chr1","32448380","32448667",1,0,0,0,"upper"
"chr1","33342175","33342733",1,0,0,0,"upper"
"chr1","33797650","33798661",1,0,0,0,"upper"
"chr1","34012664","34013590",1,0,0,0,"upper"
"chr1","34178384","34178822",1,0,0,0,"upper"
"chr1","34286197","34287025",1,0,0,0,"upper"
"chr1","36960998","36961871",1,0,0,0,"upper"
"chr1","37240640","37241413",1,0,0,0,"upper"
"chr1","37274589","37275618",1,0,0,0,"upper"
"chr1","37293181","37293619",1,0,0,0,"upper"
"chr1","37363011","37363341",1,0,0,0,"upper"
"chr1","37725987","37727240",1,0,0,0,"upper"
"chr1","38152384","38153255",1,0,0,0,"upper"
"chr1","38308735","38309136",1,0,0,0,"upper"
"chr1","38497872","38498991",1,0,0,0,"upper"
"chr1","38613962","38614646",1,0,0,0,"upper"
"chr1","38656830","38657072",1,0,0,0,"upper"
"chr1","38803702","38804827",1,0,0,0,"upper"
"chr1","39701059","39702198",1,0,0,0,"upper"
"chr1","42049299","42050148",1,0,0,0,"upper"
"chr1","47468528","47469312",1,0,0,0,"upper"
"chr1","47592905","47593570",1,0,0,0,"upper"
"chr1","47696562","47697208",1,0,0,0,"upper"
"chr1","47776404","47777280",1,0,0,0,"upper"
"chr1","47983640","47984720",1,0,0,0,"upper"
"chr1","48610722","48611508",1,0,0,0,"upper"
"chr1","48746658","48747601",1,0,0,0,"upper"
"chr1","50368026","50368942",1,0,0,0,"upper"
"chr1","53375569","53376592",1,0,0,0,"upper"
"chr1","53470047","53470579",1,0,0,0,"upper"
"chr1","53503560","53504239",1,0,0,0,"upper"
"chr1","54474480","54475193",1,0,0,0,"upper"
"chr1","56567041","56567319",1,0,0,0,"upper"
